audio_path	language	perturbation	severity	reference	hypothesis	latency_s
data/processed/fleurs_perturbed/ar_056__white_noise_snr5.wav	ar	white_noise	5.0	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 15 قاب 1940 غاجل في لفاء جنوب فرنسا وثمية الغاجل بعملية دراغون	0.917574050999974
data/processed/fleurs_perturbed/ar_056__white_noise_snr10.wav	ar	white_noise	10.0	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 في 15 قب 1940 غزل في لفاء جنوب فرنسا وسمي الغزو بعملية دراغون	0.931890704000125
data/processed/fleurs_perturbed/ar_056__white_noise_snr15.wav	ar	white_noise	15.0	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 في 15 قب 1940 غزل فلفاء جنوب فرنسا وسمى الغزو بعملية دراغون	0.9525384909998138
data/processed/fleurs_perturbed/ar_056__reverb_room0.1.wav	ar	reverb	0.1	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 15 قب 1940 غاز الحلفاء جنوب فرنسا وسمي الغاز وبعملية دراغون	0.8818197130003682
data/processed/fleurs_perturbed/ar_056__reverb_room0.3.wav	ar	reverb	0.3	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 فسنة 16 قبل 1908 رجعين غزر حلفاء جنوب فرنسا وصمال غزر عملية درهم	1.079238425999847
data/processed/fleurs_perturbed/ar_056__reverb_room0.5.wav	ar	reverb	0.5	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 كما مستوصلت قبل، قلت لسامية ردعيين غازة كالفرسيك في فرنسا وصامية غازة عملية في جرمون	1.34920163400011
data/processed/fleurs_perturbed/ar_056__clipping_clip0.7.wav	ar	clipping	0.7	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 في 15 قب 1940 غز الحلفاء جنوب فرنسا وسمى الغزو بعملات دراغون	0.8841494379998949
data/processed/fleurs_perturbed/ar_056__clipping_clip0.5.wav	ar	clipping	0.5	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 في 15 قب 1940 غز الحلفاء جنوب فرنسا وسمى الغزو بعملات دراغون	0.8979679409999335
data/processed/fleurs_perturbed/ar_056__clipping_clip0.3.wav	ar	clipping	0.3	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 في 15 قب 1940 غزة الحلفاء جنوب فرنسا وسمية الغزو بعملات دراغون	0.9081748449998486
data/processed/fleurs_perturbed/ar_056__speed_spd0.9.wav	ar	speed	0.9	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 15 قب 1940 غازة حلفاء جنوب فرنسا وصومية الغازة مع عملية بيراغون	1.1432297880000988
data/processed/fleurs_perturbed/ar_056__speed_spd1.0.wav	ar	speed	1.0	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 في 15 قب 1940 غز الحلفاء جنوب فرنسا وسمى الغزو بعملات دراغون	1.1692592510003124
data/processed/fleurs_perturbed/ar_056__speed_spd1.1.wav	ar	speed	1.1	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 15 قب 1940 غزة كرافاق في فرنسا و200 غزة معاملات براهون	1.0723520989999995
data/processed/fleurs_perturbed/ar_057__white_noise_snr5.wav	ar	white_noise	5.0	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 وقامت اللجنة بمنزلة رد مرتيلي على الاحتجاجات وساعة المطاقة المنوهبة للنظام التي بدأت في التشريمة الأولى	1.2901288999996725
data/processed/fleurs_perturbed/ar_057__white_noise_snr10.wav	ar	white_noise	10.0	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 ونجدت اللجنة بمنزلة رد مرتيلي على الاحتجاجات وسعت النتاق المنهضة للنظام التي بدأت في تشرين الأول	1.2541606439999669
data/processed/fleurs_perturbed/ar_057__white_noise_snr15.wav	ar	white_noise	15.0	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 ونشتت اللجنة بمنزل ترد مرتيلي على الاحتجاجات وسعة النتاق المنهضة للنظام التي بدأت في تشرين الأول	1.2827590460001377
data/processed/fleurs_perturbed/ar_057__reverb_room0.1.wav	ar	reverb	0.1	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 بمنزلة راد مرتلي على الاحتجاجات وسعت النطاق المناهضة لنظام التي بدأت في تشرين الأول.	1.086679326000194
data/processed/fleurs_perturbed/ar_057__reverb_room0.3.wav	ar	reverb	0.3	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 ونجدت اللغة بمنزل راد مرتبي على الاحتجاجات وسعتاً نطاق المناهدة لنظام التي بدأت في تشرين الأول.	1.2536562119998962
data/processed/fleurs_perturbed/ar_057__reverb_room0.5.wav	ar	reverb	0.5	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 نتلقنا بمنزلة راد مرتبعي على الاحتجاجات وسعر مدق المناغدة للنظام التي بدأت في تشريما أول	1.2094935619998068
data/processed/fleurs_perturbed/ar_057__clipping_clip0.7.wav	ar	clipping	0.7	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 ونشتت لجنة اللجنة بمنزلة راد مرتيلي على الاحتجاجات وسعت النطاق المناهضة للنظام التي بدأت في تشرين الأول.	1.4434265670001878
data/processed/fleurs_perturbed/ar_057__clipping_clip0.5.wav	ar	clipping	0.5	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 ونشتت لجنة اللجنة بمنزلة رد مرتيلي على الاحتجاجات وسعت النطاق المناهضة للنظام التي بدأت في تشرين الأول.	1.7545282739997674
data/processed/fleurs_perturbed/ar_057__clipping_clip0.3.wav	ar	clipping	0.3	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 ونقوم بإيقافة مراتيلي على الإحتجاجات وساعة النطاق المناهدة لنظام التشرين الأول.	1.5110974159997568
data/processed/fleurs_perturbed/ar_057__speed_spd0.9.wav	ar	speed	0.9	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 بنت اللغنة بمنزلة رابط مرتيني على الاحتجاجات وسعطاني ثقاً مناهضة للنظام التي بدأ في تشرين الأول.	1.2833325829997193
data/processed/fleurs_perturbed/ar_057__speed_spd1.0.wav	ar	speed	1.0	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 ونشتت لجنة اللجنة بمنزلة راد مرتيلي على الاحتجاجات وسعت النطاق المناهضة للنظام التي بدأت في تشرين الأول.	1.3986885530002835
data/processed/fleurs_perturbed/ar_057__speed_spd1.1.wav	ar	speed	1.1	كانت اللجنة بمنزلة رد مارتيلي على الاحتجاجات واسعة النطاق المناهضة للنظام التي بدأت في تشرين الأول	 تنّت الأمن بمنزلة رابض مرتيني على الاحتجاجات وسعظمظاق المنهضة للنظام التي بدأت في تشغيل الأول.	1.3023670100001254
data/processed/fleurs_perturbed/ar_058__white_noise_snr5.wav	ar	white_noise	5.0	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 خط أحمد أطفرح الانخراض النار في نهاية النطاق بحضوم الساعة 11.35 مساء	0.9690998880000734
data/processed/fleurs_perturbed/ar_058__white_noise_snr10.wav	ar	white_noise	10.0	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 قد أحمدت خرق الإنطراض النار في نهاية المطاف بحبول الساعة 11.35 مساءً	0.957850132999738
data/processed/fleurs_perturbed/ar_058__white_noise_snr15.wav	ar	white_noise	15.0	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 قد أحمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11.35 مساءً	0.907391214999734
data/processed/fleurs_perturbed/ar_058__reverb_room0.1.wav	ar	reverb	0.1	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 وقد أحمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11.35 مساء	0.899412620000021
data/processed/fleurs_perturbed/ar_058__reverb_room0.3.wav	ar	reverb	0.3	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 قد أحمدت فرق الإنقاذ النار في نهاية المطاف بحبول الساعة 11.35 مساءً	0.9296899370001483
data/processed/fleurs_perturbed/ar_058__reverb_room0.5.wav	ar	reverb	0.5	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 قد أحمدت فرق الإنقاذ والنار في نهاية المطاف بحيوان الساعة 11.35 مساء	0.990050914999756
data/processed/fleurs_perturbed/ar_058__clipping_clip0.7.wav	ar	clipping	0.7	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 وقد أحمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11.35 مساءً	1.2777940010000748
data/processed/fleurs_perturbed/ar_058__clipping_clip0.5.wav	ar	clipping	0.5	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 وقت أحمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11.35 مساءً	1.283016865999798
data/processed/fleurs_perturbed/ar_058__clipping_clip0.3.wav	ar	clipping	0.3	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 وقت أحمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11.35 مساءً	0.951672097000028
data/processed/fleurs_perturbed/ar_058__speed_spd0.9.wav	ar	speed	0.9	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 قادة احمدت فرق الامخاذ النار في نهاية المطاف بحرول الساعة 11.35 مساء	0.9562102780000714
data/processed/fleurs_perturbed/ar_058__speed_spd1.0.wav	ar	speed	1.0	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 وقد أحمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11.35 مساءً	0.938377816999946
data/processed/fleurs_perturbed/ar_058__speed_spd1.1.wav	ar	speed	1.1	وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء	 وقد أهلدت فرق الإنقاذ النار في نهاية المطاف بإول سلاعة 11.35 مساء	0.9104492739998022
data/processed/fleurs_perturbed/ar_059__white_noise_snr5.wav	ar	white_noise	5.0	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن لمدونات المساعدة في التحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد محوية وإلائئية غير متقنة. سإن وجود جوهور يغير ذلك بشكل معاني.	2.314017898000202
data/processed/fleurs_perturbed/ar_059__white_noise_snr10.wav	ar	white_noise	10.0	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن للمدونات المساعدة في تحسين كتابة الفنواب في حين يبدأ الفنواب في الأغلب تجريبتهم في المدونات بقواعد نحوية وإلائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	2.2610817439999664
data/processed/fleurs_perturbed/ar_059__white_noise_snr15.wav	ar	white_noise	15.0	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن لمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجريبتهم في المدونات بقواعد نحوية وإنلاقية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	2.490280533999794
data/processed/fleurs_perturbed/ar_059__reverb_room0.1.wav	ar	reverb	0.1	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن لمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجريبتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهوري غير ذلك بشكل عام	2.582868053999846
data/processed/fleurs_perturbed/ar_059__reverb_room0.3.wav	ar	reverb	0.3	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن المداونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المداونات بقوارب نحوية وإلائقية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	2.159047754999847
data/processed/fleurs_perturbed/ar_059__reverb_room0.5.wav	ar	reverb	0.5	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن لمدونات مساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلى بتجربته في المدونات بقواعد محوية وإلائية غير متقنة فإن وجود جنبون يغيب ذلك بشكل عام	2.169502466999802
data/processed/fleurs_perturbed/ar_059__clipping_clip0.7.wav	ar	clipping	0.7	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجريبتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهوري غير ذلك بشكل عام.	2.208907688999716
data/processed/fleurs_perturbed/ar_059__clipping_clip0.5.wav	ar	clipping	0.5	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجريبتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهوري غير ذلك بشكل عام.	2.2921844090001287
data/processed/fleurs_perturbed/ar_059__clipping_clip0.3.wav	ar	clipping	0.3	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجريبتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام.	2.806350271000156
data/processed/fleurs_perturbed/ar_059__speed_spd0.9.wav	ar	speed	0.9	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن لمدونات مساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بالخواع الدنحوية وإنلاقية غير مفقنة فإن وجود جمهوري غير ذلك بشكل عام	2.194128696000007
data/processed/fleurs_perturbed/ar_059__speed_spd1.0.wav	ar	speed	1.0	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجريبتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهوري غير ذلك بشكل عام.	2.357037759999912
data/processed/fleurs_perturbed/ar_059__speed_spd1.1.wav	ar	speed	1.1	كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة فإن وجود جمهور يغير ذلك بشكل عام	 كما يمكن للمدونس مساعدة في تحسين كتابة الطلاب في حين نبدأ الطلاب في الأغلب تجربتهم في المدونس بقواع التحوية وإنها إياها غير مطقنة فإن موجود جمهور يغير ذلك بشكل عام	2.194535234000341
data/processed/fleurs_perturbed/ar_060__white_noise_snr5.wav	ar	white_noise	5.0	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يطرق دوغال متزوج وله ولدان بالدان انطباعا مؤثرا في ميلوت الذي كانت محور الكفة.	1.127630916000271
data/processed/fleurs_perturbed/ar_060__white_noise_snr10.wav	ar	white_noise	10.0	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يطرغ دوغال المتزوّل وله ولدان بالغان انطباعاً مؤثراً في ميلر التي كانت محور القصة.	1.2422198090002894
data/processed/fleurs_perturbed/ar_060__white_noise_snr15.wav	ar	white_noise	15.0	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يطرق دوال المتزوج وله ولدان بالغان انطباعاً مؤثراً في ميلر التي كانت مخور القصة.	1.5549282059996583
data/processed/fleurs_perturbed/ar_060__reverb_room0.1.wav	ar	reverb	0.1	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يترك دوال متزوج وله ولدان بالغان انطباعا مؤثر في ميلر التي كانت محور القصة	1.360306560999561
data/processed/fleurs_perturbed/ar_060__reverb_room0.3.wav	ar	reverb	0.3	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يطلق دوبي المتزوج وله ولدان بارغان انطباعا مؤثرا في المينة التي كانت نحو القصة	1.1184253940000417
data/processed/fleurs_perturbed/ar_060__reverb_room0.5.wav	ar	reverb	0.5	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لن يطرق تبايا متزاوظ للولدان بيغان انتباعا مؤثرا في ميلا التي كانت مخور القصة	1.154937040999812
data/processed/fleurs_perturbed/ar_060__clipping_clip0.7.wav	ar	clipping	0.7	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يطرق دوفال المتزوج وله ولدان بالغان انطباعاً مؤثراً في ميلر التي كانت محور القصة.	1.2912367939998148
data/processed/fleurs_perturbed/ar_060__clipping_clip0.5.wav	ar	clipping	0.5	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يطرق دوفال المتزوج وله ولدان بالغان انطباعا مؤثرا في ميلر التي كانت محور القصة.	1.1693981710000116
data/processed/fleurs_perturbed/ar_060__clipping_clip0.3.wav	ar	clipping	0.3	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يترك دوفال المتزوج وله ولدان بالغان انطباعا مؤثرا في ميلر التي كانت محور القصة.	1.1245969930000683
data/processed/fleurs_perturbed/ar_060__speed_spd0.9.wav	ar	speed	0.9	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يطرد فالد متزوج وله وندان بارغان انطباعاً مؤثياً في ميلا التي كانت محور القصة	1.2683997039998758
data/processed/fleurs_perturbed/ar_060__speed_spd1.0.wav	ar	speed	1.0	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يطرق دوفال المتزوج وله ولدان بالغان انطباعاً مؤثراً في ميلر التي كانت محور القصة.	1.2084895820003112
data/processed/fleurs_perturbed/ar_060__speed_spd1.1.wav	ar	speed	1.1	لم يترك دوفال المتزوج وله ولدان بالغان انطباعًا مؤثرًا في ميلر التي كانت محور القصة	 لم يترك طوال المتزوج ولو هدان بارغان انطباعاً مؤثيراً في مئة التي كانت محور الخصة	1.238935174999824
data/processed/fleurs_perturbed/ar_061__white_noise_snr5.wav	ar	white_noise	5.0	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد, عانى رئيس الولايات المتحدة دون الضفران بكي بيان ألقاء عن طريق السيطرةين الصحفي أن القوات الأمريكية ستغادر سويا.	2.4143667550001737
data/processed/fleurs_perturbed/ar_061__white_noise_snr10.wav	ar	white_noise	10.0	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترانبي في بيان ألقاء عن طريق استكريتين الصحفي أن القوات الأمريكية ستغادر سوريا	1.7411369090000337
data/processed/fleurs_perturbed/ar_061__white_noise_snr15.wav	ar	white_noise	15.0	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامبي في بيان علقاء عن طريق استكرتين الصحفي أن القوات الأمريكية ستغادر سوريا	1.728787194999768
data/processed/fleurs_perturbed/ar_061__reverb_room0.1.wav	ar	reverb	0.1	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دون الترامب في بيان ألقاء عن طريق استكرتيل الصحفي أن القوات الأمريكية ستغادر سوريا	1.6603130819999024
data/processed/fleurs_perturbed/ar_061__reverb_room0.3.wav	ar	reverb	0.3	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأعد أنا موئيسة البيئة المتحدة للمناطط رمبي في بيان أنقاع عن طريق استكرنتين الصعفي أمن أمكومات الأمريكية ستغادر سوريا	1.776301008000246
data/processed/fleurs_perturbed/ar_061__reverb_room0.5.wav	ar	reverb	0.5	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأعلى، قام رئيس الرياضيات المتحدة من مططور في بايا عقار عن طريق السكريتين الصعفي أن قوات الأمريكية ستغير في سنويا	1.6841548970000986
data/processed/fleurs_perturbed/ar_061__clipping_clip0.7.wav	ar	clipping	0.7	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامبي في بيان ألقاء عن طريق سكرتير الصحفي أن القوات الأمريكية ستغادر سوريا	2.1260687939998206
data/processed/fleurs_perturbed/ar_061__clipping_clip0.5.wav	ar	clipping	0.5	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامبي في بيان ألقاء عن طريق سكرتير الصحفي أن القوات الأمريكية ستغادر سوريا	2.1254466039999897
data/processed/fleurs_perturbed/ar_061__clipping_clip0.3.wav	ar	clipping	0.3	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامبي في بيان ألقاء عن طريق سكرتير الصحفي أن القوات الأمريكية ستغادر سوريا	1.6818111990000943
data/processed/fleurs_perturbed/ar_061__speed_spd0.9.wav	ar	speed	0.9	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد قانا رئيس الوئيات المتحدة دون أنتطرام في بيان أرقام عن طريق السكريتيل الصحفي أن القوات العميقية ستغادر سوريا	1.7201277190001747
data/processed/fleurs_perturbed/ar_061__speed_spd1.0.wav	ar	speed	1.0	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامبي في بيان ألقاء عن طريق سكرتير الصحفي أن القوات الأمريكية ستغادر سوريا	1.7026386759998786
data/processed/fleurs_perturbed/ar_061__speed_spd1.1.wav	ar	speed	1.1	في وقت متأخر من يوم الأحد أعلن رئيس الولايات المتحدة دونالد ترامب في بيان ألقاه عن طريق السكرتير الصحفي أن القوات الأميركية ستغادر سوريا	 في وقت متأخر من يوم الأحد عاماً رئيس الولايات المتحدة دبنات ترامج في بيان آقاة عن طريق السكريتيل الصحفي أن القوات العميقية ستغير في سوريا	1.844373872999768
data/processed/fleurs_perturbed/ar_062__white_noise_snr5.wav	ar	white_noise	5.0	افترض الفيلسوف أرسطو أن كل شيء يتكون من مزيج من عنصر أو أكثر من أربعة عناصر هي الأرض والماء والهواء والنار	 اكترض الفيلسوف أرستو أن كل شيء يتكون من مزيج من عنفر أو أكثر من أربع عناصر هي الأرض والناء والهواء والناء	1.3155180690000634
data/processed/fleurs_perturbed/ar_062__white_noise_snr10.wav	ar	white_noise	10.0	افترض الفيلسوف أرسطو أن كل شيء يتكون من مزيج من عنصر أو أكثر من أربعة عناصر هي الأرض والماء والهواء والنار	 افترض الفيلسوف أرستو أن كل شيء يتكون من مزيج من عمثر أو أكثر من أربع عناصر هي الأرض والماء والهواء والناء	1.5623005299999022
