audio_path,reference,hypothesis,latency_s,language
data\raw\fleurs_subset\ar_082.wav,في بعض المناطق يكفي غليان الماء لمدة دقيقة وفي مناطق أخرى تحتاج إلى غليها لعدة دقائق, في بعض المناطق يكفي غليان الماء المدددقيق وفي مناطق وخرى تحتاج إلى غليها لدددقائق,14.069014900000184,082
data\raw\fleurs_subset\ar_083.wav,أثبتت الإستراتيجية فاعليتها قطع الإمدادات الحيوية العسكرية والمدنية على الرغم من انتهاك هذا الحصار للقانون الدولي المقبول بشكل عام والذي دُوّن ونُسّق في عدة اتفاقيات دولية خلال القرنين الماضيين, أثمتت الإستراطيجية فائليةها قطع الإمدادات الحيوية العسكرية والمدنيا على الروم من انتهاك هذا الحصار للقنون الدولي المقبل بشكل عام والذي دون ونصق في عدة التفاقية الدولية خذال القرنين الماضي,19.023659499987843,083
data\raw\fleurs_subset\ar_084.wav,وأضاف أنه مع ذلك لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم ومسؤوليتهم وقدراتهم, وعضافة أنه مع ذلك لا ينبغي أن يجبر على تحمل الاتزامات تجاوز ومرحلة نموهم ومسوليته مقدراتهم,16.166404400006286,084
data\raw\fleurs_subset\ar_085.wav,تعمل عمليتا الفصل وإعادة التركيب على جعل التباين عشوائياً ذهاباً وإياباً بين المجموعتين مع كل جيل, تعمل عملية الفصل ويعادت التركيب على جعل التباير عشوائيا وينظهابا ويهابا بين المجموعةين من كل جيل,12.615170999997645,085
data\raw\fleurs_subset\ar_086.wav,في مناخ الشرق الأوسط الدافئ لم يكن للمنزل أهميّة كبيرة, في مناخ الشرق الأوسط الدفع لم يكن للمنزل أهمية كبيرة,13.197280599997612,086
data\raw\fleurs_subset\ar_087.wav,في نهاية العصور الوسطى بدأت أوروبا الغربية في تطوير أسلوبها الخاص واحدة من أكبر التطورات في ذلك الوقت نتيجة للحروب الصليبية بدأ الناس في استخدام الأزرار لربط الملابس, في نهاية العصورة الوصطة بدأت أوربى الغربية في تطوير أستوبيها الخاص واحدة من أكبر التورد في ذلك الوقت النتيجة للحروب الصليبيا بدأ الناس في استخدام الأزرار لرقط الملائمس,20.32028420000279,087
data\raw\fleurs_subset\ar_088.wav,تمنح جزيرة هونج كونج إقليم هونج كونج اسمه وهي المكان الذي يعتبره العديد من السائحين قبلتهم, تم نحجزر تهنقققليم هنققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققققق,26.684170199994696,088
data\raw\fleurs_subset\ar_089.wav,انقطاع النوم هو عملية الاستيقاظ عن عمد خلال فترة نومك الطبيعية والنوم بعد فترة قصيرة من 10 إلى 60 دقيقة, ان قطاع النوم هو عملية الاستيقاذ عن عمد خلال فترة نومك الطبيعية والنوم بعد فترة قصيرة من عشر الى ستين دقيقة,10.342634799992084,089
data\raw\fleurs_subset\ar_090.wav,لكن بسبب موقعها القريب من المناطق الاستوائية ببضع درجات فقط شمال الخط الاستوائي، فأنتم بحاجة للتعامل مع كلاهما: الحرارة العالية المستمرة والشمس اللافحة وذلك نادراً عندما تكون السماء صافية, لكن بسبب موقعها القريب من المناطق الاستوائية ببدع درجات فقط شمال الخطئ الاستوائي فانتون بحاجة للتعامل مع كلهما الحرارة العالية المستمره في الشمس اللافيحة وذلك نادرم عندما تكون استماء صافية,18.369854000004125,090
data\raw\fleurs_subset\ar_091.wav,وقع حاكم كاليفورنيا أرنولد شوارزنيجر على مشروع قانون يحظر بيع أو تأجير ألعاب الفيديو العنيفة للقصر, وقن حاكم كل فنية أو من شو يزنج على مشوى قرون يحظو بايا أو تأقبير على بل فيجل عني فالقصف,10.405612699993071,091
data\raw\fleurs_subset\ar_092.wav,يبلغ سمك القشرة حوالي 70 كيلومتراً على الجانب القريب و100 كيلومتر على الجانب البعيد, يبلغ سمك القشرة حوالي 70 كيلومترن على الجنب القرية وميط كيلومتر على الجنب البعيد,9.164012599998387,092
data\raw\fleurs_subset\ar_093.wav,أثبتت الإستراتيجية فاعليتها قطع الإمدادات الحيوية العسكرية والمدنية على الرغم من انتهاك هذا الحصار للقانون الدولي المقبول بشكل عام والذي دُوّن ونُسّق في عدة اتفاقيات دولية خلال القرنين الماضيين, أزبتت الإستراطيجية فاعليتها قطع الإمدادات الحياوية العسكرية والمدانية على الروم من انتهاك هذا الحصر للقنون الدولية المقبول بشكل عام والذي دون ونصق في حددت التفاقية الدولية خلال القرنين الماضيعين,13.18976520000433,093
data\raw\fleurs_subset\ar_094.wav,تمثل مطويات دنلاب الخمس والعشرون أقدم النسخ الباقية من مستند إعلان الاستقلال الأمريكي ولكن النسخة الأصلية المكتوبة بخط اليد لم يُكتب لها النجاة, تمس المطوية دن لاب 5 و 10 أقدم النصخ البقية من المستند اعلام الاستقلال الأمريكي ولكن النصخ الأصياء المكتوبة بخطة لياد لم يكتب لها الناجاه,11.322281300002942,094
data\raw\fleurs_subset\ar_095.wav,أعاد السلطان المغربي بناء المدينة باسم دارو لبادية وأطلق التجار الأسبان عليها اسم الدار البيضاء الذين أسسوا قواعد تجارية هناك, أعادة سلطان المغربي بناء المدينة باسمي دار اللبادية وأطلق التجار الأسبان عليها اسمدار البيضو الذي نأسه قوائع التجارية هناك,10.868806400001631,095
data\raw\fleurs_subset\ar_096.wav,فعلى سبيل المثال، يقوم طلاب من مدرسة بينيت كل عام في ولاية كارولينا الشمالية بتصميم موقع إلكتروني حول رحلتهم إلى عاصمة الولاية، ويتم إعادة تصميم الموقع الإلكتروني كل سنة، ولكن يتم الاحتفاظ بالإصدارات القديمة على الإنترنت لتكون بمثابة سجل , فعلى سبيل المسال يقومت اللوب من مدرسد بنط كل عام في ولايت كرولين الشمالية بتصميم موقع اللكتروني حول رحلتهم إلى عاصمت الولايى ويتم اعدة التصميم الموقع اللكتروني كل سنة ولكن يتمل لحتفوز بالإزدارات قديمة على الانترنت تكون بمسابت سجل,21.93696990000899,096
data\raw\fleurs_subset\ar_097.wav,إنه مرتبط بجولات التزلج على جبال الألب أو تسلق الجبال ولكنه لا ينطوي عادةً على جولات التزلج على الجليد أو تسلق الجبال إذ يُمارسان في تضاريس منحدرة بشدة ويتطلبان زلاجات أكثر صلابة وأحذية طويلة, إنه مرتابد بجولات التزلج على جبال الألب أو تصلق الجبال ولكنه لا ينتوي عادة على جولات التزلج على الجليد أو تصلق الجبال إذ يمارسام في تداريس من حدراى بشدة ويتطلبانز اللاجات أكثر صلابة وأحزية طويلة,16.108930699992925,097
data\raw\fleurs_subset\ar_098.wav,لقد جلب لنا القطار والسيارة والعديد من أجهزة النقل الأخرى, لقد قلب لن القطار والسيارة والعديد من أجزة النقل الأخرى,13.3068867999973,098
data\raw\fleurs_subset\ar_099.wav,ومن بين أكثر الطرق شيوعاً التي تستخدم لتوضيح أهمية التنشئة الاجتماعية الاعتماد على الحالات القليلة المؤسفة للأطفال الذين عانوا من خلال الإهمال أو سوء الحظ أو الإيذاء المتعمد غير مرتبطين اجتماعياً من جانب البالغين أثناء نشأتهم, ومن بين اقتر توشيوان اللتي تستطيع نتوجيها هميت التنشاء الاكتمعية لعتماد على حلات الأليلا مؤسفة للأطفال الذي نعاينوا من خلال إهمال أو صوء الحظ أو الإيزاء المتعمد رو مطبطين اكتمعيا بن جنب البليرين أسنع نشأتهم,19.547423199997866,099
data\raw\fleurs_subset\en_000.wav,however due to the slow communication channels styles in the west could lag behind by 25 to 30 year," However, due to the slow communication channels, styles in the West could lag behind by 25 to 30 years.",8.943053099996177,000
data\raw\fleurs_subset\en_001.wav,all nouns alongside the word sie for you always begin with a capital letter even in the middle of a sentence, All nouns alongside the world say for you always begin with a capital letter even the middle of a sentence.,8.683004699996673,001
data\raw\fleurs_subset\en_002.wav,to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron," To the north and within easy reach is a romantic and fascinating town of Sintra, in which was made famous, to foreigners after a glowing account of its splendorous recorded by Lord Byron.",25.92926190000435,002
data\raw\fleurs_subset\en_003.wav,the cabbage juice changes color depending on how acidic or basic alkaline the chemical is," The cabbage juice changes color depending on how acidic, basic alkaline the chemical is.",9.81480210000882,003
data\raw\fleurs_subset\en_004.wav,many people don't think about them as dinosaurs because they have feathers and can fly, Many people don't think about them as dinosaurs because they have feathers and can fly.,9.618276500012144,004
data\raw\fleurs_subset\en_005.wav,the hospital has followed protocol for infection control including separating the patient from others to prevent possible infection of others," The hospital has followed protocol for infection control, including separating the patient from others to prevent possible infection of others.",8.533525899998494,005
data\raw\fleurs_subset\en_006.wav,the northern marianas emergency management office said that there were no damages reported in the nation, The Northern Mariana's Emergency Management Office said that there were no damages reported in the nation.,7.480003500008024,006
data\raw\fleurs_subset\en_007.wav,twentieth century research has shown that there are two pools of genetic variation hidden and expressed, 20th century research has shown that there are two pools of genetic variation hidden and expressed.,6.665966299988213,007
data\raw\fleurs_subset\en_008.wav,the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2," The aspect ratio of this format, dividing by 12 to obtain the simplest whole number ratio, is therefore said to be free to two.",7.52002569999604,008
data\raw\fleurs_subset\en_009.wav,as light pollution in their heyday was not the kind of problem it is today they are usually located in cities or at campuses easier to reach than those built in modern times," As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses easier to reach than those built in modern times.",11.875299899998936,009
data\raw\fleurs_subset\en_010.wav,through the night between 150 and 200 copies were made now known as dunlap broadsides, for the night between 150 and 200 copies were made now known as the LAP Broad Sides.,7.27310249999573,010
data\raw\fleurs_subset\en_011.wav,for example each year students from bennet school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook," For example, each of your students from Bennett School in North Carolina to sign a website about their trips to the state capital. Each year the website gets remodeled, but old versions are kept online to service this scrapbook.",10.057452799999737,011
data\raw\fleurs_subset\en_012.wav,lion prides act much like packs of wolves or dogs animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey," Lion prize acts much like packs of wolves or dogs, animals surprisingly similar to lions, but not other big cats in behavior, and also very deadly to their prey.",8.83275760000106,012
data\raw\fleurs_subset\en_013.wav,the city is also the base to climb the nyiragongo volcano along with some of the cheapest mountain gorilla tracking in africa, The city is also the base to claim that Nairai Gangou volcano along with some of the cheapest mountain gorilla trafficking in Africa.,9.892569000003277,013
data\raw\fleurs_subset\en_014.wav,the internet combines elements of both mass and interpersonal communication, The Internet combines elements of both mass and interpersonal communication.,7.4870661000022665,014
data\raw\fleurs_subset\en_015.wav,these theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things, These police look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things.,8.919506100006402,015
data\raw\fleurs_subset\en_016.wav,for example the most common still image photography format in the world is 35mm which was the dominant film size at the close of the analog film era," For example, the most common still image photography format in the world is 35 millimeter, which was the dominant film size at the close of the analog film era.",9.44615459999477,016
data\raw\fleurs_subset\en_017.wav,the term safari in popular use refers to overland travel to view the stunning african wildlife particularly on savanna, The turns to Fari and popular loose refers to overland travel to view the stunning African wildlife particularly on Savannah.,9.352782299989485,017
data\raw\fleurs_subset\en_018.wav,but there are a lot of things about birds that still look like a dinosaur, But there are a lot of things about this that I look like a dinosaur.,8.847810199993546,018
data\raw\fleurs_subset\en_019.wav,women it is recommended that any women travellers say that they are married regardless of actual marital status, Women is recommended that any women travelers see that they are married regardless of actual marital status.,8.614256100001512,019
data\raw\fleurs_subset\en_020.wav,in some areas boiling water for a minute is enough in others several minutes are needed," In some areas, boiling water for a minute is enough and other several minutes are needed.",7.637475700001232,020
data\raw\fleurs_subset\en_021.wav,anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow ice or freezing temperatures," Anyone who is going to try but hat litatudes are over. Mountain passes check instead of the possibility of snow, ice or freezing temperatures.",9.608394100010628,021
data\raw\fleurs_subset\en_022.wav,as a result two fish species have become extinct and two others have become endangered including the humpback chub," As a result, two fish species have become extinct and two others have become endangered, including the humpback chub.",8.187022400001297,022
data\raw\fleurs_subset\en_023.wav,it was ruled by the vichy french these were french people who had made peace with the germans in 1940 and worked with the invaders instead of fighting them, It was ruled by the Vicki French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.,10.621353599999566,023
data\raw\fleurs_subset\en_024.wav,on 15 august 1940 the allies invaded southern france the invasion was called operation dragoon," On August 15, 1940, the Allies invaded southern France, and the invasion was called Operation Dragoon.",9.280043499995372,024
data\raw\fleurs_subset\en_025.wav,alloys are basically a mixture of two or more metals don't forget that there are many elements on the periodic table, Alloys are basically a mixture of two or more metals. Don't forget there are many elements on the PRI and the AIDBOR.,9.564573200012092,025
data\raw\fleurs_subset\en_026.wav,for example each year students from bennet school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook," For example, each year students from Bennett School in North Carolina design a website about their trips to the state capital. Each year the website gets remodeled, but old versions are kept online to serve as a scrapbook.",12.346423800001503,026
data\raw\fleurs_subset\en_027.wav,his work is of such recognized quality and detail that he is one of the very few household names among philatelists some specialize in collecting his work alone," His work is such recognized quality and detail that he is one of the very few household names among Philatelis, some specializing in collecting his work alone.",12.34948780000559,027
data\raw\fleurs_subset\en_028.wav,danielle lantagne a un expert on the disease stated the outbreak was likely caused by the peacekeepers," Daniel Landigim, a UN expert on the disease state of that outbreak was likely caused by the peacekeepers.",9.814859000005526,028
data\raw\fleurs_subset\en_029.wav,the other nominations include best picture director cinematography costume design film-editing original score production design sound editing sound mixing and original screenplay," The other nominations include Best Picture, Director, Cinematography, Costume Design, Film Editing, Original Score, Prussian Design, Salad Editing, Sound Miss Mixing, and Original Screenplay.",13.081586499989498,029
data\raw\fleurs_subset\en_030.wav,virtual teams are held to the same standards of excellence as conventional teams but there are subtle differences," Virtual teams are held to the same standard of excellence as conventional teams, but there are subtle differences.",8.852756399995997,030
data\raw\fleurs_subset\en_031.wav,in the north the region is bounded by the sahel and in the south and west by the atlantic ocean," In the north, the region is bounded by the Sahel and in the south and west by the Atlantic Ocean.",8.512284700002056,031
data\raw\fleurs_subset\en_032.wav,a well rounded athlete the tiger can climb though not well swim leap great distances and pull with five times the force of a strong human," A well-rounded athlete, the tiger can climb, though not well, swim, leap great distances, and pull with five times the force of a strong human.",12.112636999998358,032
data\raw\fleurs_subset\en_033.wav,he was subsequently relocated to addenbrooke's hospital in cambridge, He was subsequently relocated to Edinburgh's Hospital in Cambridge.,9.290951700008009,033
data\raw\fleurs_subset\en_034.wav,the pyramid sound and light show is one of the most interesting things in the area for kids," The Pyramid, Silent and Light show is one of the most interesting things in the area for kids.",12.533589200000279,034
data\raw\fleurs_subset\en_035.wav,due to the underwater topology the return flow is concentrated at a few deeper sections and a fast current to deep water may form there," Due to the underwater topology, the return flow is concentrated at a few deeper sections and a fast current to deep water may form there.",12.439222999993945,035
data\raw\fleurs_subset\en_036.wav,the crash occurred high up in mountainous terrain and is believed to have been the result of hostile fire, The crash occurred high up in mountainous terrain and is believed to have been the result of hostile fire.,11.41735719999997,036
data\raw\fleurs_subset\en_037.wav,blogs can also help improve student writing while students often begin their blog experience with sloppy grammar and spelling the presence of an audience generally changes that," Blogs can also help improve student rating, while students often begin their blog experience with sloppy grammar and spelling, the presence of an audience generally changes that.",14.998147199992673,037
data\raw\fleurs_subset\en_038.wav,this is an important way to distinguish between some verbs and objects, This is an important way to distinguish between some verbs and objects.,9.866455499999574,038
data\raw\fleurs_subset\en_039.wav,as a result two fish species have become extinct and two others have become endangered including the humpback chub," As a result, two fish species have become extinct and two others have become endangered, including the humpback chub.",11.866661799998838,039
data\raw\fleurs_subset\en_040.wav,but there are a lot of things about birds that still look like a dinosaur, But there are a lot of things about birds that still look like a dinosaur.,9.33641180000268,040
data\raw\fleurs_subset\en_041.wav,oliver sacks in his paper the president's speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately," Oliver Sacks and his paper, The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.",13.210638300006394,041
data\raw\fleurs_subset\en_042.wav,"goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran"," Goads seemed to have been first domesticated roughly 10,000 years ago in the Zagros mountains of Iran.",10.590615599998273,042
data\raw\fleurs_subset\en_043.wav,travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans, Travelers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans.,9.926127300001099,043
data\raw\fleurs_subset\en_044.wav,during this period of european history the catholic church which had become rich and powerful came under scrutiny," During this period of European history, the Catholic Church, which had become rich and powerful, came under scrutiny.",8.68234329999541,044
data\raw\fleurs_subset\en_045.wav,as knowledge of greek declined the west found itself cut off from its greek philosophical and scientific roots," As knowledge of Greek decline, the West found itself cut off from its Greek philosophical and scientific roots.",9.193551599993953,045
data\raw\fleurs_subset\en_046.wav,last week meti announced that apple had informed it of 34 additional overheating incidents which the company called non-serious," Last week, a METI announced that Apple had informed it of 34 additional overheating incidents, which the company called non-serious.",8.871708500009845,046
data\raw\fleurs_subset\en_047.wav,vatican city's population is around 800 it is the smallest independent country in the world and the country with the lowest population, Vatican City population is around 800. It is the smallest independent country in the world and the population.,7.95965669999714,047
data\raw\fleurs_subset\en_048.wav,mrs kirchner announced her intention to run for president at the argentine theatre the same location she used to start her 2005 campaign for the senate as member of the buenos aires province delegation," This is Kirchner announced her intention to run for president at the Argentine Theater, saying location she used to start her 2005 campaign for the Senate as a member of the Buenos Aires Province delegation.",11.563486400002148,048
data\raw\fleurs_subset\en_049.wav,the hot chocolate is up to belgian standards fruit juices are pricey but excellent, The hot chocolate is up to Belgian standards. Freed users are pricey but excellent.,8.039508200003183,049
data\raw\fleurs_subset\en_050.wav,the harbor was the site of an infamous naval standoff in 1889 when seven ships from germany the us and britain refused to leave the harbor," A harbour was the site of an infamous naval standoff in 1889 when seven ships from Germany, the US and Britain refused to leave the harbour.",9.749886899997364,050
data\raw\fleurs_subset\en_051.wav,built by the egyptians in the third century bce the great pyramid is one of many large pyramid structures built to honor dead pharaoh," Built by the Egyptians in the 3rd century BCE, the Great Pyramid is one of many large pyramid structures built to honor dead Pharaoh.",12.52503330000036,051
data\raw\fleurs_subset\en_052.wav,a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society, A civilization is a singular culture shared by a significant large group of people who live and work cooperatively a society.,8.240483100002166,052
data\raw\fleurs_subset\en_053.wav,to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron," To the north and within easy reach is the romantic and fascinating town of Cintra, in which was made famous to foreigners after a glowing account of its splendors recorded by Lord Brian.",9.362448500003666,053
data\raw\fleurs_subset\en_054.wav,lion prides act much like packs of wolves or dogs animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey, Lion prides act much like packs of wolves or dogs. Animals so are pricingly similar to lions but not other big cats in behavior and also very deadly to their prey.,11.306921900002635,054
data\raw\fleurs_subset\en_055.wav,scientists hope to understand how planets form especially how the earth formed since comets collided with the earth long ago," Scientists hope to understand how planet's form, especially how the Earth forms since comet's collided with the Earth long ago.",9.606470600003377,055
data\raw\fleurs_subset\en_056.wav,most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions, Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.,8.136458499997389,056
data\raw\fleurs_subset\en_057.wav,if you have watched the movie national treasure you may think a treasure map was written on the back of the declaration of independence," If you all watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence.",8.949200499992003,057
data\raw\fleurs_subset\en_058.wav,the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast," The Sundarbans are the largest lateral mangrove bell in the world stretching 80 kilometers, 50 miles into the Bangladeshi and Indian Hinterland from the coast.",8.877129200001946,058
data\raw\fleurs_subset\en_059.wav,generally speaking two behaviors can emerge as managers begin to lead their former peers. one end of the spectrum is trying to remain  one of the guys” or gals," Generally speaking, two behaviors can emerge as managers begin to lead their former peers. One end of the spectrum is trying to remain one of the guys, or gals.",10.653790800002753,059
data\raw\fleurs_subset\en_060.wav,hydrogen ions are protons that had their electrons stripped off them since hydrogen atoms consist of one proton and one electron, Hydrogen ions are protons that have their electrons stripped off them since hydrogen atoms consist of one proton and one electron.,11.027613099999144,060
data\raw\fleurs_subset\en_061.wav,the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast," The sun-darbons are the largest, littoral mangrove bell in the world stretching 80 kilometers, 50 miles into the Bangladeshi and Indian hinterland from the coast.",10.664103000002797,061
data\raw\fleurs_subset\en_062.wav,throughout 1960s brzezinski worked for john f kennedy as his advisor and then the lyndon b johnson administration," Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson Administration.",9.248589199996786,062
data\raw\fleurs_subset\en_063.wav,cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage, Cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.,8.930759900002158,063
data\raw\fleurs_subset\en_064.wav,television reports show white smoke coming from the plant, Television reports show white smoke coming from the plant.,7.573523300001398,064
data\raw\fleurs_subset\en_065.wav,the ruling party south west africa people's organisation swapo also retained a majority in the parliamentary elections," Ruling Parry, Southwest Africa Peoples Organization also retain a majority in the parliamentary elections.",7.512638400003198,065
data\raw\fleurs_subset\en_066.wav,nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of this world can be seen or heard from inside the cave," Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.",8.75019279999833,066
data\raw\fleurs_subset\en_067.wav,first most riders wear riding boots with a heel and a smooth quite narrow sole," First, most riders wearing riding boots with a heel and a smooth, quite narrow sole.",9.892786199998227,067
data\raw\fleurs_subset\en_068.wav,"since 1966 the sundarbans have been a wildlife sanctuary and it is estimated that there are now 400 royal bengal tigers and about 30,000 spotted deer in the area"," Since 1966, the sun-dark buns have been a wildlife sanctuary and is estimated there are now 400 royal Bengal tigers and about 30,000 spotted deer in the area.",11.984947599994484,068
data\raw\fleurs_subset\en_069.wav,the plitvice lakes national park is heavily forested mainly with beech spruce and fir trees and features a mixture of alpine and mediterranean vegetation, The Plydvice Lakes National Park is heavily forested mainly with beach spurs and furatries and features a mixture of alpine and Mediterranean vegetation.,12.578744099999312,069
data\raw\fleurs_subset\en_070.wav,also after the revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed, Also after the revolution occupations for open to formal applicants allowing the most ambitious and successful to succeed.,10.426546700007748,070
data\raw\fleurs_subset\en_071.wav,the scenes are displayed on the pyramids and the different pyramids are lit up, The scenes are displayed on the Pyraments and the different Pyraments are lit up.,7.60522180001135,071
data\raw\fleurs_subset\en_072.wav,these couples may choose to make an adoption plan for their baby, These couples may choose to make an adoption plan for their baby.,9.017741399991792,072
data\raw\fleurs_subset\en_073.wav,similarly by having a schengen visa you do not need to apply for visas to each of the schengen member countries separately hence saving time money and paperwork," Similarly, by having a She-Gun visa, you do not need to apply for visas to each of the She-Gun member countries separately. Hence, saving time, money, and paperwork.",11.354630800007726,073
data\raw\fleurs_subset\en_074.wav,everything in the universe is made of matter all matter is made of tiny particles called atoms, Everything in the universe is made of matter. All matter is made of tiny particles called atoms.,9.331136000007973,074
data\raw\fleurs_subset\en_075.wav,the find also grants insight into the evolution of feathers in birds, The find also crats inside into the evolution of feathers and birds.,8.520896399990306,075
data\raw\fleurs_subset\en_076.wav,the moisture on your hands will react with the outer layers which will feel funny and form a sort of shell, The moisture on your hands will react with the outer layers which will feel funny and form a sort of shell.,7.534979699994437,076
data\raw\fleurs_subset\en_077.wav,this is called a chemical's ph you can make an indicator using red cabbage juice, This is called a chemical pH. You can make an indicator using red cabbage juice.,7.109817299991846,077
data\raw\fleurs_subset\en_078.wav,only mutations in germ-line cells can be passed on to children while mutations elsewhere can cause cell-death or cancer," Only mutations in germline cells can be passed on to children, while mutations elsewhere can cause cell death or cancer.",11.50139649999619,078
data\raw\fleurs_subset\en_079.wav,the governor's office said nineteen of the injured were police officers, The governor's office said 19 of the injured were police officers.,7.817357199994149,079
data\raw\fleurs_subset\en_080.wav,in its early days the show was featured solely at the long-running internet radio site toginet radio a site focused on talk radio," In his early days, the show was featured solely at the long-running internet radio site, Toking at Radio, a site focused on talk radio.",11.948435999991489,080
data\raw\fleurs_subset\en_081.wav,the giza plateau or giza necropolis in the egyptian valley of the dead contains several pyramids of which the great pyramid is the largest several small tombs several temples and the great sphinx," The Gisborne Plateau or Gisborne Neckopolos in the Egyptian Valley of the Dead contains several pyramids of which the Great Pyramid is the largest. Several tombs, several temples, and the Great Spinks.",12.870946600000025,081
data\raw\fleurs_subset\en_082.wav,these couples may choose to make an adoption plan for their baby, These couples may choose to make an adoption plan for their baby.,8.242296700002044,082
data\raw\fleurs_subset\en_083.wav,usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment," USA Gymnastics and the USOC have the same goal making the sport of gymnaps dicks in others are safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.",9.412022800010163,083
data\raw\fleurs_subset\en_084.wav,ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve," MS is a disease that affects the central nervous system, which is made up of the brain, spinal cord, and the optic nerve.",11.94363369999337,084
data\raw\fleurs_subset\en_085.wav,sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes, Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.,10.805884400004288,085
data\raw\fleurs_subset\en_086.wav,everyone participates in society and uses transportation systems almost everyone complains about transportation systems, Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.,7.426691700005904,086
data\raw\fleurs_subset\en_087.wav,muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation," Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Nore, light for contemplation.",8.205923500005156,087
data\raw\fleurs_subset\en_088.wav,on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem," On some routes, the larger companies have their own planes, but for other routes and smaller firms, there was a problem.",6.63853250000102,088
data\raw\fleurs_subset\en_089.wav,the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour, The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.,6.3352139000053285,089
data\raw\fleurs_subset\en_090.wav,the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2, The aspect ratio of this format dividing by 12 to obtain the simplest whole number ratio is therefore said to be 3 to 2.,6.046823700002278,090
data\raw\fleurs_subset\en_091.wav,the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300," The age where the events took place is commonly referred as the High Middle Ages, the period of European history in 11th, 12th, and 13th centuries, AD, 100, or 1,000 to 1,300.",7.00491959998908,091
data\raw\fleurs_subset\en_092.wav,it states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally see example, It states that the most effective place for the main subject is at the intersection of lines dividing the image into fur vertically and horizontally. See example.,9.075855000002775,092
data\raw\fleurs_subset\en_093.wav,cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage, QOMO 53 began his government governship earlier this year and signed a bill last month legalizing same-sex marriage.,7.521827400007169,093
data\raw\fleurs_subset\en_094.wav,it may also be beneficial for one to buy a wild card which provides entry to either selections of parks in south africa or all of the south african national parks," It may also be beneficial for one to buy a wild card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.",6.44270700000925,094
